EID,SSN,DATEHIRED
3066,15456352,2023-07-11
3067,15456353,2023-07-12
3068,15456354,2023-07-13
3069,15456355,2023-07-14
3070,15456356,2023-07-15
3071,15456357,2023-07-16
3072,15456358,2023-07-17
3073,15456359,2023-07-18
3074,15456360,2023-07-19
3075,15456361,2023-07-20
3076,15456362,2023-07-21
3077,15456363,2023-07-22
3078,15456364,2023-07-23
3079,15456365,2023-07-24
3080,15456366,2023-07-25
