VID,SSN,SKILL
3068,15453033,SKILL 23
3069,15453034,SKILL 24
3070,15453035,SKILL 25
3071,15453036,SKILL 26
3072,15453037,SKILL 27
3073,15453038,SKILL 28
3074,15453039,SKILL 29
3075,15453040,SKILL 1
3076,15453041,SKILL 2
3077,15453042,SKILL 3
3078,15453043,SKILL 4
3079,15453044,SKILL 5
3080,15453045,SKILL 6
3081,15453046,SKILL 7
3082,15453047,SKILL 8
3083,15453048,SKILL 9
3084,15453049,SKILL 10
3085,15453050,SKILL 11
3086,15453051,SKILL 12
3087,15453052,SKILL 13
3088,15453053,SKILL 14
3089,15453054,SKILL 15
3090,15453055,SKILL 16
3091,15453056,SKILL 17
3092,15453057,SKILL 18
3093,15453058,SKILL 19
3094,15453059,SKILL 20
3095,15453060,SKILL 21
3096,15453061,SKILL 22
3097,15453062,SKILL 23
3098,15453063,SKILL 24
3099,15453064,SKILL 25
3100,15453065,SKILL 26
3101,15453066,SKILL 27
3102,15453067,SKILL 28
3103,15453068,SKILL 29
3104,15453069,SKILL 1
3105,15453070,SKILL 2
3106,15453071,SKILL 3
3107,15453072,SKILL 4
3108,15453073,SKILL 5
3109,15453074,SKILL 6
3110,15453075,SKILL 7
3111,15453076,SKILL 8
3112,15453077,SKILL 9
3113,15453078,SKILL 10
3114,15453079,SKILL 11
3115,15453080,SKILL 12
3116,15453081,SKILL 13
3117,15453082,SKILL 14
3118,15453083,SKILL 15
3119,15453084,SKILL 16
3120,15453085,SKILL 17
3121,15453086,SKILL 18
3122,15453087,SKILL 19
3123,15453088,SKILL 20
3124,15453089,SKILL 21
3125,15453090,SKILL 22
3126,15453091,SKILL 23
3127,15453092,SKILL 24
3128,15453093,SKILL 25
3129,15453094,SKILL 26
3130,15453095,SKILL 27
3131,15453096,SKILL 28
3132,15453097,SKILL 29
3133,15453098,SKILL 20
3134,15453099,SKILL 21
3135,15453100,SKILL 22
3136,15453101,SKILL 23
3137,15453102,SKILL 24
3138,15453103,SKILL 25
3139,15453104,SKILL 26
3140,15453105,SKILL 27
3141,15453106,SKILL 28
3142,15453107,SKILL 29
3143,15453108,SKILL 20
3144,15453109,SKILL 21
3145,15453110,SKILL 22
3146,15453111,SKILL 23
3147,15453112,SKILL 24
3148,15453113,SKILL 25
3149,15453114,SKILL 26
3150,15453115,SKILL 27
3151,15453116,SKILL 28
3152,15453117,SKILL 29
3153,15453118,SKILL 20
3154,15453119,SKILL 21
3155,15453120,SKILL 22
3156,15453121,SKILL 23
3157,15453122,SKILL 24
3158,15453123,SKILL 25
3159,15453124,SKILL 26
3160,15453125,SKILL 27
3161,15453126,SKILL 28
3162,15453127,SKILL 29
3163,15453128,SKILL 20
3164,15453129,SKILL 21
3165,15453130,SKILL 22
3166,15453131,SKILL 23
3167,15453132,SKILL 24
3168,15453133,SKILL 25
3169,15453134,SKILL 26
3170,15453135,SKILL 27
3171,15453136,SKILL 28
3172,15453137,SKILL 29
3173,15453138,SKILL 20
3174,15453139,SKILL 21
3175,15453140,SKILL 22
3176,15453141,SKILL 23
3177,15453142,SKILL 24
3178,15453143,SKILL 25
3179,15453144,SKILL 26
3180,15453145,SKILL 27
3181,15453146,SKILL 28
3182,15453147,SKILL 29
3183,15453148,SKILL 24
3184,15453149,SKILL 25
3185,15453150,SKILL 26
